"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DCTN4",2.18464640188137e-10,1.55617765154763,0.144,0.045,7.36094758649907e-06
"CARD19",2.22436974516648e-10,1.00544665708088,0.285,0.136,7.49479141936393e-06
"HERPUD1",2.22646768293727e-10,0.676111069794899,0.542,0.36,7.50186021088883e-06
"DIAPH2",2.26344463017827e-10,1.45883306396304,0.204,0.084,7.62645033692267e-06
"SLC16A5",2.33103009655004e-10,2.728981882032,0.083,0.015,7.8541728073157e-06
"MAP3K11",2.3622365799548e-10,0.936953953926454,0.325,0.166,7.95931993249971e-06
"UQCR10",2.43259789811587e-10,0.514845731573539,0.768,0.583,8.19639535791161e-06
"BTN3A2",2.48076895341483e-10,-1.43712447599502,0.151,0.302,8.35870291163594e-06
"TBCC",2.50013111470466e-10,-1.70725164675208,0.111,0.254,8.42394177788588e-06
"LDLRAP1",2.50252378249618e-10,-2.20751066688293,0.081,0.215,8.43200363274264e-06
"EIF1",2.52524714127082e-10,0.206778331474964,1,0.998,8.5085677177979e-06
"DNAJC5",2.52631735574274e-10,1.30385119330553,0.196,0.077,8.51217369843957e-06
"ABLIM1",2.5726395764279e-10,-3.14255320482584,0.02,0.132,8.66825178881615e-06
"TRGC1",2.65886277547005e-10,-3.71991006415276,0.018,0.128,8.95877223566878e-06
"DENND3",2.73371635482009e-10,1.52340870317275,0.189,0.074,9.21098388593082e-06
"ALKBH7",2.76272912430946e-10,0.713613898564925,0.511,0.332,9.30873951144829e-06
"CYCS",2.82540428809951e-10,-0.850248557404045,0.416,0.543,9.5199172083225e-06
"ATP6AP2",2.82802024018175e-10,0.702838976498741,0.594,0.419,9.52873139726837e-06
"NKIRAS2",2.83873764363251e-10,1.66818641015432,0.174,0.065,9.56484261645538e-06
"STX10",2.86043459762696e-10,0.729459376755372,0.426,0.246,9.63794833324428e-06
"TMEM8B",3.06455232168632e-10,2.73495359727678,0.063,0.007,1.03257025926899e-05
"RUFY3",3.08110034607842e-10,1.62111011050601,0.121,0.033,1.03814595060766e-05
"STAC3",3.14189472899426e-10,1.85630275179261,0.139,0.044,1.05863000998733e-05
"NUP58",3.14631514035567e-10,1.37986775023281,0.207,0.086,1.06011942339144e-05
"SLC6A6",3.21019839635924e-10,1.48944671095412,0.184,0.071,1.08164424766928e-05
"GCC2",3.29083420766137e-10,-1.23799411635986,0.207,0.357,1.10881367792942e-05
"SUMF1",3.30625896056651e-10,1.55877294402623,0.146,0.047,1.11401089417328e-05
"TNF",3.41508249624787e-10,2.14205756291726,0.134,0.041,1.15067789628576e-05
"ACPP",3.4346523374213e-10,2.73547979651395,0.073,0.011,1.15727175857073e-05
"LIN7A",3.44348888775975e-10,3.51644374668072,0.05,0.003,1.16024914584177e-05
"PRDX1",3.46272110457446e-10,0.691064578497443,0.599,0.425,1.16672924897532e-05
"BUB3",3.49867791465587e-10,-1.33377640547645,0.191,0.342,1.17884453656415e-05
"NDUFS6",3.54552404740851e-10,0.672836721966077,0.605,0.424,1.19462887253382e-05
"LYN",3.61216020183694e-10,0.386427504089826,0.587,0.348,1.21708125840694e-05
"HCAR2",3.73459871341532e-10,2.77708181294445,0.091,0.019,1.25833569049816e-05
"MTMR14",3.76329563470978e-10,0.937223470381345,0.363,0.201,1.26800483115911e-05
"ALCAM",3.77428147550007e-10,2.28174634192626,0.078,0.013,1.27170640035499e-05
"FCRL6",3.86775809862415e-10,-4.66902287659479,0.01,0.112,1.30320241375042e-05
"FOXN2",3.96254927057109e-10,1.33147583387932,0.194,0.077,1.33514135122622e-05
"BIRC3",3.97566305536231e-10,-1.78673618239473,0.128,0.271,1.33955990987378e-05
"TCL1A",4.05572034127736e-10,-3.84946789173166,0.048,0.17,1.36653441178999e-05
"ADAP2",4.07165173083343e-10,1.57862765175539,0.214,0.095,1.37190233418701e-05
